   0.000000    0.000000000000E+00    0.000000    0.119650635323E-01   -0.780208072336E+01    0.100000000000E+31
   0.062000    0.000000000000E+00    0.197933    0.121640689185E-01   -0.130841711911E+02    0.279745713139E+04
   0.124000   -0.710542735760E-14    0.395866    0.127675787469E-01   -0.130729032833E+02    0.135570440768E+04
   0.186000   -0.710542735760E-14    0.593799    0.138568852662E-01   -0.130547495697E+02    0.874948164814E+03
   0.248000    0.000000000000E+00    0.791732    0.156148111982E-01   -0.130282911257E+02    0.634649613202E+03
   0.310000    0.000000000000E+00    0.989665    0.182785024871E-01   -0.129902756706E+02    0.490652398986E+03
   0.372000    0.000000000000E+00    1.187598    0.222711441386E-01   -0.129351822756E+02    0.394888005212E+03
   0.434000    0.000000000000E+00    1.385531    0.284049127852E-01   -0.128522473117E+02    0.326727634220E+03
   0.496000    0.000000000000E+00    1.583464    0.380778196722E-01   -0.127230267492E+02    0.275839272806E+03
   0.558000    0.000000000000E+00    1.781397    0.542343059343E-01   -0.125086045930E+02    0.236469743780E+03
   0.620000    0.000000000000E+00    1.979330    0.834741555651E-01   -0.121217430421E+02    0.205155017230E+03
   0.682000    0.000000000000E+00    2.177263    0.141540491736E+00   -0.113541209849E+02    0.179683658749E+03
   0.744000    0.000000000000E+00    2.375196    0.281505684146E+00   -0.950350717372E+01    0.158574734880E+03
   0.806000    0.000000000000E+00    2.573129    0.721040726726E+00   -0.369010499699E+01    0.140799035557E+03
   0.868000    0.000000000000E+00    2.771062    0.204419866248E+01    0.138147247491E+02    0.125618681751E+03
   0.930000    0.000000000000E+00    2.968995    0.291752817397E+01    0.253706785119E+02    0.112492199616E+03
   0.992000    0.000000000000E+00    3.166928    0.186255821485E+01    0.114109569619E+02    0.101013419006E+03
   1.054000    0.000000000000E+00    3.364861    0.110083294571E+01    0.133378902239E+01    0.908727397604E+02
   1.116000    0.000000000000E+00    3.562794    0.803648114096E+00   -0.259709079075E+01    0.818325824380E+02
   1.178000    0.000000000000E+00    3.760727    0.679809948407E+00   -0.423486090326E+01    0.737082946474E+02
   1.240000    0.000000000000E+00    3.958660    0.626499751539E+00   -0.493984530868E+01    0.663545675334E+02
   1.302000    0.220268248086E-12    4.156593    0.630224834653E+00   -0.489056621542E+01    0.596597082921E+02
   1.364000    0.140616407407E-10    4.354526    0.673201110083E+00   -0.432219570670E+01    0.535360393053E+02
   1.426000    0.563897373240E-09    4.552459    0.752625567265E+00   -0.327176284648E+01    0.479163529549E+02
   1.488000    0.150228949281E-07    4.750392    0.875123094899E+00   -0.165164008281E+01    0.427497663345E+02
   1.550000    0.277402250504E-06    4.948325    0.102020084272E+01    0.267188259421E+00    0.379989943601E+02
   1.612000    0.366455484269E-05    5.146258    0.116847641999E+01    0.222853238714E+01    0.336371863227E+02
   1.674000    0.355489236803E-04    5.344191    0.126880432589E+01    0.355593268525E+01    0.296426891003E+02
   1.736000    0.259636029554E-03    5.542124    0.126578554502E+01    0.351613578071E+01    0.259946282809E+02
   1.798000    0.146192334053E-02    5.740057    0.117804632829E+01    0.235531386692E+01    0.226730166727E+02
   1.860000    0.649097747416E-02    5.937990    0.105898698680E+01    0.780281001850E+00    0.196585888860E+02
   1.922000    0.232176068611E-01    6.135923    0.972290901751E+00   -0.366534722636E+00    0.169328523077E+02
