    1        0.00000        0.000000
    2        0.20268       -0.173502
    3        0.40537       -0.161813
    4        0.60805       -0.143945
    5        0.81073       -0.121854
    6        1.01342       -0.097567
    7        1.21610       -0.072849
    8        1.41878       -0.049030
    9        1.62147       -0.026987
   10        1.82415       -0.007201
   11        2.02683        0.010145
   12        2.22952        0.025080
   13        2.43220        0.000000
   14        2.63488        0.048625
   15        2.83757        0.058568
   16        3.04025        0.065399
   17        3.24293        0.069813
   18        3.44562        0.072410
   19        3.64830        0.073591
   20        3.85098        0.073665
   21        4.05367        0.072875
   22        4.25635        0.071413
   23        4.45903        0.069435
   24        4.66172        0.067067
   25        4.86440        0.064412
   26        5.06709        0.061554
   27        5.26977        0.058562
   28        5.47245        0.055496
   29        5.67514        0.052404
   30        5.87782        0.049324
   31        6.08050        0.046291
   32        6.28319        0.043330
   33        6.48587        0.040464
   34        6.68855        0.037709
   35        6.89124        0.035079
   36        7.09392        0.032581
   37        7.29660        0.030224
   38        7.49929        0.028010
   39        7.70197        0.025940
   40        7.90465        0.024014
   41        8.10734        0.022228
   42        8.31002        0.020579
   43        8.51270        0.019062
   44        8.71539        0.017669
   45        8.91807        0.016395
   46        9.12075        0.015231
   47        9.32344        0.014170
   48        9.52612        0.013204
   49        9.72880        0.012325
   50        9.93149        0.011526
   51       10.13417        0.010797
   52       10.33685        0.010133
   53       10.53954        0.009527
   54       10.74222        0.008971
   55       10.94490        0.008460
   56       11.14759        0.007990
   57       11.35027        0.007554
   58       11.55295        0.007149
   59       11.75564        0.006770
   60       11.95832        0.006416
   61       12.16100        0.006082
   62       12.36369        0.005767
   63       12.56637        0.005469
   64       12.76905        0.005186
   65       12.97174        0.004917
   66       13.17442        0.004661
   67       13.37710        0.004417
   68       13.57979        0.004186
   69       13.78247        0.003965
   70       13.98515        0.003756
   71       14.18784        0.003557
   72       14.39052        0.003369
   73       14.59320        0.003192
   74       14.79589        0.003025
   75       14.99857        0.002868
   76       15.20126        0.002720
   77       15.40394        0.002583
   78       15.60662        0.002454
   79       15.80931        0.002335
   80       16.01199        0.002223
   81       16.21467        0.002120
   82       16.41736        0.002024
   83       16.62004        0.001934
   84       16.82272        0.001851
   85       17.02541        0.001774
   86       17.22809        0.001702
   87       17.43077        0.001634
   88       17.63346        0.001570
   89       17.83614        0.001511
   90       18.03882        0.001454
   91       18.24151        0.001400
   92       18.44419        0.001348
   93       18.64687        0.001298
   94       18.84956        0.001251
   95       19.05224        0.001205
   96       19.25492        0.001160
   97       19.45761        0.001116
   98       19.66029        0.001074
   99       19.86297        0.001033
  100       20.06566        0.000994
  101       20.26834        0.000955
  102       20.47102        0.000918
  103       20.67371        0.000882
  104       20.87639        0.000847
  105       21.07907        0.000814
  106       21.28176        0.000782
  107       21.48444        0.000751
  108       21.68712        0.000722
  109       21.88981        0.000695
  110       22.09249        0.000669
  111       22.29517        0.000644
  112       22.49786        0.000621
  113       22.70054        0.000599
  114       22.90322        0.000579
  115       23.10591        0.000560
  116       23.30859        0.000542
  117       23.51127        0.000525
  118       23.71396        0.000509
  119       23.91664        0.000494
  120       24.11932        0.000480
  121       24.32201        0.000466
  122       24.52469        0.000453
  123       24.72738        0.000441
  124       24.93006        0.000428
  125       25.13274        0.000417
  126       25.33543        0.000405
  127       25.53811        0.000394
  128       25.74079        0.000382
  129       25.94348        0.000371
  130       26.14616        0.000361
  131       26.34884        0.000350
  132       26.55153        0.000339
  133       26.75421        0.000329
  134       26.95689        0.000319
  135       27.15958        0.000309
  136       27.36226        0.000299
  137       27.56494        0.000290
  138       27.76763        0.000281
  139       27.97031        0.000272
  140       28.17299        0.000263
  141       28.37568        0.000255
  142       28.57836        0.000248
  143       28.78104        0.000240
  144       28.98373        0.000234
  145       29.18641        0.000227
  146       29.38909        0.000221
  147       29.59178        0.000215
  148       29.79446        0.000210
  149       29.99714        0.000204
  150       30.19983        0.000200
  151       30.40251        0.000195
  152       30.60519        0.000191
  153       30.80788        0.000186
  154       31.01056        0.000182
  155       31.21324        0.000178
  156       31.41593        0.000174
  157       31.61861        0.000171
  158       31.82129        0.000167
  159       32.02398        0.000163
  160       32.22666        0.000159
  161       32.42934        0.000156
  162       32.63203        0.000152
  163       32.83471        0.000148
  164       33.03739        0.000145
  165       33.24008        0.000141
  166       33.44276        0.000137
  167       33.64544        0.000134
  168       33.84813        0.000130
  169       34.05081        0.000127
  170       34.25350        0.000124
  171       34.45618        0.000120
  172       34.65886        0.000117
  173       34.86155        0.000114
  174       35.06423        0.000111
  175       35.26691        0.000109
  176       35.46960        0.000106
  177       35.67228        0.000104
  178       35.87496        0.000101
  179       36.07765        0.000099
  180       36.28033        0.000097
  181       36.48301        0.000095
  182       36.68570        0.000093
  183       36.88838        0.000091
  184       37.09106        0.000090
  185       37.29375        0.000088
  186       37.49643        0.000087
  187       37.69911        0.000085
  188       37.90180        0.000084
  189       38.10448        0.000082
  190       38.30716        0.000081
  191       38.50985        0.000079
  192       38.71253        0.000078
  193       38.91521        0.000076
  194       39.11790        0.000075
  195       39.32058        0.000073
  196       39.52326        0.000072
  197       39.72595        0.000070
  198       39.92863        0.000068
  199       40.13131        0.000067
  200       40.33400        0.000065
