1.5	0.023	
1.6	0.017
1.7	0.019
1.8	0.025
1.9	0.044
2.0	0.268
2.1	0.594
2.2	1.114
2.3	1.731
2.4	2.219
2.5	2.373
2.6	2.163
2.7	1.746
2.8	1.337
2.9	1.063
3.0	0.923
3.1	0.838
3.2	0.749
3.3	0.659
3.4	0.605
3.5	0.605
3.6	0.644
3.7	0.700
3.8	0.765
3.9	0.844
4.0	0.934
4.1	1.019
4.2	1.085
4.3	1.136
4.4	1.174
4.5	1.206
4.6	1.225
4.7	1.228
4.8	1.190
4.9	1.164
5.0	1.087
5.1	1.035
5.2	0.981
5.3	0.932
5.4	0.896
5.5	0.879
5.6	0.880
5.7	0.887
5.8	0.894
5.9	0.902
6.0	0.921
6.1	0.951
6.2	0.988
6.3	1.020
6.4	1.045
6.5	1.063
6.6	1.077
6.7	1.086
6.8	1.085
6.9	1.073
7.0	1.055
7.1	1.037
7.2	1.019
7.3	1.000
7.4	0.980
7.5	0.963
7.6	0.952
7.7	0.948
7.8	0.949
7.9	0.951
8.0	0.955
8.1	0.964
8.2	0.979
8.3	0.995
8.4	1.009
8.5	1.018
8.6	1.025
8.7	1.032
8.8	1.037
8.9	1.038
9.0	1.033
9.2	1.016
9.4	0.999
9.6	0.983
9.8	0.978
10.0	0.979
10.2	0.985
10.4	0.999
10.6	1.008
10.8	1.015
11.0	1.017
11.2	1.009
11.4	1.003
11.6	0.994
11.8	0.985
12.0	0.993
12.2	1.000
12.4	1.000
12.6	1.002
12.8	1.002
13.0	1.002
13.2	1.002
13.4	1.001
13.6	1.001
13.8	1.000
	


