   0.000000    0.000000000000E+00    0.000000    0.513495214915E-01   -0.127291964303E+02    0.100000000000E+31
   0.062000    0.000000000000E+00    0.197933    0.531051389919E-01   -0.125374036805E+02    0.349430527129E+04
   0.124000    0.888178419700E-15    0.395866    0.580703575646E-01   -0.124717077818E+02    0.163873270039E+04
   0.186000    0.000000000000E+00    0.593799    0.666803751164E-01   -0.123578031518E+02    0.102108141052E+04
   0.248000    0.000000000000E+00    0.791732    0.810230365621E-01   -0.121680409485E+02    0.713206915798E+03
   0.310000   -0.888178419700E-15    0.989665    0.103277615722E+00   -0.118735571199E+02    0.529449622372E+03
   0.372000    0.000000000000E+00    1.187598    0.136891999075E+00   -0.114286835470E+02    0.407880084933E+03
   0.434000    0.000000000000E+00    1.385531    0.188387805016E+00   -0.107470374899E+02    0.321943419903E+03
   0.496000    0.000000000000E+00    1.583464    0.261193515586E+00   -0.978319678783E+01    0.258343353189E+03
   0.558000    0.000000000000E+00    1.781397    0.358389017483E+00   -0.849635551639E+01    0.209684525120E+03
   0.620000    0.000000000000E+00    1.979330    0.476131109567E+00   -0.693738178443E+01    0.171520979486E+03
   0.682000    0.000000000000E+00    2.177263    0.585591734787E+00   -0.548802166801E+01    0.141019550641E+03
   0.744000    0.000000000000E+00    2.375196    0.710265319036E+00   -0.383709539388E+01    0.116292259719E+03
   0.806000    0.000000000000E+00    2.573129    0.829471819221E+00   -0.225846388226E+01    0.960301865479E+02
   0.868000    0.000000000000E+00    2.771062    0.882413808524E+00   -0.155735624844E+01    0.793024855822E+02
   0.930000    0.000000000000E+00    2.968995    0.103678631263E+01    0.487224223447E+00    0.654284867898E+02
   0.992000    0.000000000000E+00    3.166928    0.133654214705E+01    0.445750565356E+01    0.538921014487E+02
   1.054000    0.000000000000E+00    3.364861    0.145335637913E+01    0.600481458512E+01    0.442886241829E+02
   1.116000    0.159872115546E-13    3.562794    0.138735969716E+01    0.513071484935E+01    0.362947955858E+02
   1.178000    0.101225694493E-10    3.760727    0.125418744459E+01    0.336680370742E+01    0.296482814077E+02
   1.240000    0.209243555815E-08    3.958660    0.109268977329E+01    0.122770398878E+01    0.241332653918E+02
   1.302000    0.167459546674E-06    4.156593    0.986250697650E+00   -0.182112380358E+00    0.195706799550E+02
   1.364000    0.602915245196E-05    4.354526    0.914659292810E+00   -0.113034823832E+01    0.158101934248E+02
   1.426000    0.110839456441E-03    4.552459    0.872306938631E+00   -0.169129909098E+01    0.127249376020E+02
   1.488000    0.115830605112E-02    4.750392    0.861732553869E+00   -0.183134636134E+01    0.102074295431E+02
   1.550000    0.754102970404E-02    4.948325    0.865402448985E+00   -0.178273062607E+01    0.816591445686E+01
   1.612000    0.330737224861E-01    5.146258    0.886553246697E+00   -0.150258625625E+01    0.652209236459E+01
   1.674000    0.104475796875E+00    5.344191    0.918723808204E+00   -0.107649075688E+01    0.520907591465E+01
   1.736000    0.251690992209E+00    5.542124    0.952930226074E+00   -0.623432722457E+00    0.416969869227E+01
   1.798000    0.485594708854E+00    5.740057    0.992030793443E+00   -0.105551560975E+00    0.335515281987E+01
   1.860000    0.782239983998E+00    5.937990    0.102414200778E+01    0.319759300920E+00    0.272389249427E+01
   1.922000    0.109007940640E+01    6.135923    0.104906098786E+01    0.649812725365E+00    0.224066987487E+01
   1.984000    0.135413356368E+01    6.333856    0.106534796013E+01    0.865537563749E+00    0.187571106908E+01
   2.046000    0.153792535181E+01    6.531789    0.106590741163E+01    0.872950453556E+00    0.160398941823E+01
   2.108000    0.163120975738E+01    6.729722    0.105850714330E+01    0.774934617512E+00    0.140453811407E+01
   2.170000    0.164452052656E+01    6.927655    0.104204120596E+01    0.556841408043E+00    0.126002673722E+01
   2.232000    0.159901715729E+01    7.125588    0.102166072600E+01    0.286899042307E+00    0.115617043812E+01
   2.294000    0.151734370593E+01    7.323521    0.100398070608E+01    0.527249726394E-01    0.108142510064E+01
   2.356000    0.141862770435E+01    7.521454    0.987391055035E+00   -0.167006253771E+00    0.102651747286E+01
   2.418000    0.131658484328E+01    7.719387    0.977013381184E+00   -0.304458685539E+00    0.984205271401E+00
   2.480000    0.121994986792E+01    7.917320    0.971613665110E+00   -0.375977482323E+00    0.948885433932E+00
   2.542000    0.113348884607E+01    8.115253    0.969985966738E+00   -0.397535838375E+00    0.916412847779E+00
   2.604000    0.105930975249E+01    8.313186    0.973952595773E+00   -0.344997553044E+00    0.883809704537E+00
   2.666000    0.997863161815E+00    8.511119    0.979418005208E+00   -0.272608192754E+00    0.849071807907E+00
   2.728000    0.948659358285E+00    8.709052    0.987135074486E+00   -0.170395782415E+00    0.811001057306E+00
   2.790000    0.910758703120E+00    8.906985    0.995708608416E+00   -0.568394942075E-01    0.769031989747E+00
   2.852000    0.883051341864E+00    9.104918    0.100243135372E+01    0.322032467795E-01    0.723095927707E+00
   2.914000    0.864403560213E+00    9.302851    0.100893607017E+01    0.118358382227E+00    0.673510032129E+00
   2.976000    0.853740502284E+00    9.500784    0.101247136723E+01    0.165183686380E+00    0.620864249470E+00
   3.038000    0.850061860044E+00    9.698718    0.101376977828E+01    0.182381375042E+00    0.565946124744E+00
   3.100000    0.852452128376E+00    9.896651    0.101366340837E+01    0.180972618605E+00    0.509656242447E+00
   3.162000    0.860060465048E+00   10.094584    0.101075285443E+01    0.142422215465E+00    0.452957792269E+00
   3.224000    0.872101908950E+00   10.292517    0.100771129896E+01    0.102136636479E+00    0.396807863201E+00
   3.286000    0.887824843572E+00   10.490450    0.100385023612E+01    0.509966178645E-01    0.342137884004E+00
