   0.000000    0.000000000000E+00    0.000000    0.461210480934E-02   -0.947371643339E+02    0.100000000000E+31
   0.062000    0.000000000000E+00    0.197933    0.466321561062E-02   -0.152358367202E+02    0.349012586368E+04
   0.124000    0.000000000000E+00    0.395866    0.490122113902E-02   -0.152158049611E+02    0.176190168264E+04
   0.186000    0.000000000000E+00    0.593799    0.537990654984E-02   -0.152098714805E+02    0.118271619430E+04
   0.248000    0.000000000000E+00    0.791732    0.612981084735E-02   -0.151977842239E+02    0.891028284801E+03
   0.310000    0.000000000000E+00    0.989665    0.728935061937E-02   -0.151810836878E+02    0.714491232779E+03
   0.372000    0.000000000000E+00    1.187598    0.905736890851E-02   -0.151535537326E+02    0.595633727222E+03
   0.434000    0.000000000000E+00    1.385531    0.118504144583E-01   -0.151107510320E+02    0.509799854634E+03
   0.496000    0.000000000000E+00    1.583464    0.164656670365E-01   -0.150393775133E+02    0.444644206927E+03
   0.558000    0.000000000000E+00    1.781397    0.245210567609E-01   -0.149159201604E+02    0.393293656003E+03
   0.620000    0.000000000000E+00    1.979330    0.402246714818E-01   -0.146754160461E+02    0.351615455836E+03
   0.682000    0.000000000000E+00    2.177263    0.743512348759E-01   -0.141539620632E+02    0.316970015166E+03
   0.744000    0.000000000000E+00    2.375196    0.158045858327E+00   -0.128742630031E+02    0.287591197971E+03
   0.806000    0.000000000000E+00    2.573129    0.506535715950E+00   -0.754550078749E+01    0.262252338264E+03
   0.868000    0.000000000000E+00    2.771062    0.500293011120E+01    0.611981273973E+02    0.240075764420E+03
   0.930000    0.000000000000E+00    2.968995    0.254729131050E+01    0.236557021943E+02    0.220415382916E+03
   0.992000    0.000000000000E+00    3.166928    0.951773900893E+00   -0.737321504088E+00    0.202787533529E+03
   1.054000    0.000000000000E+00    3.364861    0.555283924365E+00   -0.679919894623E+01    0.186824023348E+03
   1.116000    0.000000000000E+00    3.562794    0.409686810615E+00   -0.902524023540E+01    0.172238859524E+03
   1.178000    0.000000000000E+00    3.760727    0.383530190174E+00   -0.942537287282E+01    0.158811942363E+03
   1.240000    0.000000000000E+00    3.958660    0.402614376166E+00   -0.913378475823E+01    0.146368844657E+03
   1.302000    0.000000000000E+00    4.156593    0.481155781683E+00   -0.793319799940E+01    0.134773246124E+03
   1.364000    0.000000000000E+00    4.354526    0.643264283621E+00   -0.545469309241E+01    0.123918780962E+03
   1.426000    0.000000000000E+00    4.552459    0.904017100267E+00   -0.146770592277E+01    0.113722255508E+03
   1.488000    0.142108547152E-13    4.750392    0.132456921755E+01    0.496326149516E+01    0.104120062538E+03
   1.550000    0.108002495836E-11    4.948325    0.169675377263E+01    0.106552196932E+02    0.950643349815E+02
   1.612000    0.380566689273E-10    5.146258    0.163177418477E+01    0.966165549311E+01    0.865202742173E+02
   1.674000    0.963176205460E-09    5.344191    0.136582030093E+01    0.559465647405E+01    0.784641311819E+02
   1.736000    0.178988202038E-07    5.542124    0.971764286083E+00   -0.431775452562E+00    0.708802748340E+02
   1.798000    0.249993767909E-06    5.740057    0.767946943729E+00   -0.354820909614E+01    0.637552606834E+02
   1.860000    0.268170371953E-05    5.937990    0.708965376417E+00   -0.445016652595E+01    0.570759445421E+02
   1.922000    0.225442188508E-04    6.135923    0.696604747325E+00   -0.463896228885E+01    0.508292280973E+02
   1.984000    0.151297427315E-03    6.333856    0.741069873170E+00   -0.395882759273E+01    0.450023275663E+02
   2.046000    0.824225996304E-03    6.531789    0.823371678211E+00   -0.270031916509E+01    0.395830437849E+02
   2.108000    0.370113380738E-02    6.729722    0.959741880758E+00   -0.615456100856E+00    0.345594468420E+02
   2.170000    0.138915531945E-01    6.927655    0.111741009407E+01    0.179499427073E+01    0.299201495461E+02
   2.232000    0.441282576766E-01    7.125588    0.122984241803E+01    0.351421370344E+01    0.256545825523E+02
   2.294000    0.120024418950E+00    7.323521    0.125990702417E+01    0.397435021345E+01    0.217526834880E+02
   2.356000    0.282466091317E+00    7.521454    0.116826516437E+01    0.257325013727E+01    0.182052247867E+02
