    0.062    0.160512E+02
    0.124    0.768977E+01
    0.186    0.490637E+01
    0.248    0.351849E+01
    0.310    0.268947E+01
    0.372    0.214026E+01
    0.434    0.175118E+01
    0.496    0.146226E+01
    0.558    0.124015E+01
    0.620    0.106477E+01
    0.682    0.923278E+00
    0.744    0.807103E+00
    0.806    0.710274E+00
    0.868    0.628512E+00
    0.930    0.558668E+00
    0.992    0.498375E+00
    1.054    0.445823E+00
    1.116    0.399610E+00
    1.178    0.358639E+00
    1.240    0.322043E+00
    1.302    0.289134E+00
    1.364    0.259369E+00
    1.426    0.232316E+00
    1.488    0.207638E+00
    1.550    0.185073E+00
    1.612    0.164420E+00
    1.674    0.145534E+00
    1.736    0.128307E+00
    1.798    0.112645E+00
    1.860    0.984505E-01
    1.922    0.856317E-01
    1.984    0.740967E-01
    2.046    0.637561E-01
    2.108    0.545235E-01
    2.170    0.463151E-01
    2.232    0.390504E-01
    2.294    0.326525E-01
    2.356    0.270474E-01
    2.418    0.221650E-01
    2.480    0.179387E-01
    2.542    0.143054E-01
    2.604    0.112059E-01
    2.666    0.858426E-02
    2.728    0.638832E-02
    2.790    0.456943E-02
    2.852    0.308241E-02
    2.914    0.188547E-02
    2.976    0.940154E-03
    3.038    0.211242E-03
    3.100   -0.333380E-03
    3.162   -0.722812E-03
    3.224   -0.983270E-03
    3.286   -0.113821E-02
    3.348   -0.120847E-02
    3.410   -0.121240E-02
    3.472   -0.116603E-02
    3.534   -0.108318E-02
    3.596   -0.975649E-03
    3.658   -0.853359E-03
    3.720   -0.724490E-03
    3.782   -0.595655E-03
    3.844   -0.472038E-03
    3.906   -0.357555E-03
    3.968   -0.254989E-03
    4.030   -0.166143E-03
    4.092   -0.919662E-04
    4.154   -0.326934E-04
    4.216    0.120358E-04
    4.278    0.430592E-04
    4.340    0.615837E-04
    4.402    0.690860E-04
    4.464    0.672219E-04
    4.526    0.577451E-04
    4.588    0.424361E-04
    4.650    0.230401E-04
    4.712    0.121484E-05
    4.774   -0.215123E-04
    4.836   -0.437775E-04
    4.898   -0.644059E-04
    4.960   -0.824274E-04
    5.022   -0.970858E-04
    5.084   -0.107841E-03
    5.146   -0.114362E-03
    5.208   -0.116520E-03
    5.270   -0.114372E-03
    5.332   -0.108140E-03
    5.394   -0.981900E-04
    5.456   -0.850095E-04
    5.518   -0.691793E-04
    5.580   -0.513480E-04
    5.642   -0.322053E-04
    5.704   -0.124569E-04
    5.766    0.720026E-05
    5.828    0.260998E-04
    5.890    0.436262E-04
    5.952    0.592315E-04
    6.014    0.724498E-04
    6.076    0.829080E-04
    6.138    0.903331E-04
    6.200    0.945567E-04
    6.262    0.955159E-04
    6.324    0.932511E-04
    6.386    0.879010E-04
    6.448    0.796947E-04
    6.510    0.689422E-04
    6.572    0.560224E-04
    6.634    0.413697E-04
    6.696    0.254596E-04
    6.758    0.879409E-05
    6.820   -0.811417E-05
    6.882   -0.247563E-04
    6.944   -0.406420E-04
    7.006   -0.553125E-04
    7.068   -0.683532E-04
    7.130   -0.794038E-04
    7.192   -0.881673E-04
    7.254   -0.944167E-04
    7.316   -0.979994E-04
    7.378   -0.988403E-04
    7.440   -0.969416E-04
    7.502   -0.923816E-04
    7.564   -0.853103E-04
    7.626   -0.759447E-04
    7.688   -0.645609E-04
    7.750   -0.514860E-04
    7.812   -0.370881E-04
    7.874   -0.217655E-04
    7.936   -0.593621E-05
    7.998    0.997427E-05
    8.060    0.255438E-04
    8.122    0.403650E-04
    8.184    0.540554E-04
    8.246    0.662673E-04
    8.308    0.766961E-04
    8.370    0.850875E-04
    8.432    0.912436E-04
    8.494    0.950265E-04
    8.556    0.963616E-04
    8.618    0.952381E-04
    8.680    0.917082E-04
    8.742    0.858853E-04
    8.804    0.779395E-04
    8.866    0.680931E-04
    8.928    0.566137E-04
    8.990    0.438069E-04
    9.052    0.300081E-04
    9.114    0.155733E-04
    9.176    0.870272E-06
    9.238   -0.137310E-04
    9.300   -0.278676E-04
    9.362   -0.411930E-04
    9.424   -0.533847E-04
    9.486   -0.641527E-04
    9.548   -0.732458E-04
    9.610   -0.804571E-04
    9.672   -0.856290E-04
    9.734   -0.886562E-04
    9.796   -0.894872E-04
    9.858   -0.881254E-04
    9.920   -0.846277E-04
    9.982   -0.791029E-04
   10.044   -0.717078E-04
   10.106   -0.626429E-04
   10.168   -0.521471E-04
   10.230   -0.404910E-04
   10.292   -0.279703E-04
   10.354   -0.148978E-04
   10.416   -0.159578E-05
   10.478    0.116117E-04
   10.540    0.244070E-04
   10.602    0.364863E-04
   10.664    0.475669E-04
   10.726    0.573935E-04
   10.788    0.657442E-04
   10.850    0.724353E-04
   10.912    0.773250E-04
   10.974    0.803166E-04
   11.036    0.813599E-04
   11.098    0.804520E-04
   11.160    0.776364E-04
   11.222    0.730019E-04
   11.284    0.666792E-04
   11.346    0.588378E-04
   11.408    0.496811E-04
   11.470    0.394414E-04
   11.532    0.283737E-04
   11.594    0.167496E-04
   11.656    0.485066E-05
   11.718   -0.703863E-05
   11.780   -0.186373E-04
   11.842   -0.296749E-04
   11.904   -0.398970E-04
   11.966   -0.490719E-04
   12.028   -0.569952E-04
   12.090   -0.634941E-04
   12.152   -0.684318E-04
   12.214   -0.717095E-04
   12.276   -0.732686E-04
   12.338   -0.730915E-04
