1.5	0.027	
1.6	0.029
1.7	0.021
1.8	0.003
1.9	0.007
2.0	0.039
2.1	0.354
2.2	0.769
2.3	1.370
2.4	2.028
2.5	2.488
2.6	2.537
2.7	2.184
2.8	1.641
2.9	1.154
3.0	0.857
3.1	0.742
3.2	0.723
3.3	0.694
3.4	0.673
3.5	0.662
3.6	0.661
3.7	0.693
3.8	0.734
3.9	0.785
4.0	0.851
4.1	0.946
4.2	1.010
4.3	1.084
4.4	1.116
4.5	1.164
4.6	1.186
4.7	1.214
4.8	1.213
4.9	1.177
5.0	1.133
5.1	1.085
5.2	1.036
5.3	0.986
5.4	0.938
5.5	0.903
5.6	0.887
5.7	0.889
5.8	0.898
5.9	0.904
6.0	0.910
6.1	0.926
6.2	0.956
6.3	0.992
6.4	1.021
6.5	1.039
6.6	1.048
6.7	1.055
6.8	1.062
6.9	1.067
7.0	1.066
7.1	1.056
7.2	1.042
7.3	1.024
7.4	1.005
7.5	0.986
7.6	0.970
7.7	0.961
7.8	0.956
7.9	0.955
8.0	0.955
8.1	0.960
8.2	0.970
8.3	0.985
8.4	1.000
8.5	1.012
8.6	1.018
8.7	1.021
8.8	1.023
8.9	1.025
9.0	1.024
9.2	1.015
9.4	1.006
9.6	0.998
9.8	0.988
10.0	0.985
10.2	0.986
10.4	0.991
10.6	1.002
10.8	1.007
11.0	1.010
11.2	1.001
11.4	1.004
11.6	0.998
11.8	0.992
12.0	0.995
12.2	1.001
12.4	0.999
12.6	1.000
12.8	1.000
13.0	1.000
13.2	1.000
13.4	1.000
13.6	1.001
13.8	1.001
	


