    1        0.00000        0.000000
    2        0.20268       -0.143043
    3        0.40537       -0.132894
    4        0.60805       -0.117481
    5        0.81073       -0.098590
    6        1.01342       -0.078033
    7        1.21610       -0.057337
    8        1.41878       -0.037608
    9        1.62147       -0.019533
   10        1.82415       -0.003453
   11        2.02683        0.010553
   12        2.22952        0.022594
   13        2.43220        0.000000
   14        2.63488        0.042418
   15        2.83757        0.048932
   16        3.04025        0.053347
   17        3.24293        0.056128
   18        3.44562        0.057626
   19        3.64830        0.058120
   20        3.85098        0.057829
   21        4.05367        0.056926
   22        4.25635        0.055551
   23        4.45903        0.053815
   24        4.66172        0.051811
   25        4.86440        0.049612
   26        5.06709        0.047280
   27        5.26977        0.044867
   28        5.47245        0.042414
   29        5.67514        0.039958
   30        5.87782        0.037526
   31        6.08050        0.035143
   32        6.28319        0.032828
   33        6.48587        0.030597
   34        6.68855        0.028461
   35        6.89124        0.026429
   36        7.09392        0.024507
   37        7.29660        0.022699
   38        7.49929        0.021007
   39        7.70197        0.019430
   40        7.90465        0.017967
   41        8.10734        0.016616
   42        8.31002        0.015371
   43        8.51270        0.014229
   44        8.71539        0.013184
   45        8.91807        0.012230
   46        9.12075        0.011361
   47        9.32344        0.010570
   48        9.52612        0.009852
   49        9.72880        0.009198
   50        9.93149        0.008604
   51       10.13417        0.008063
   52       10.33685        0.007570
   53       10.53954        0.007119
   54       10.74222        0.006706
   55       10.94490        0.006326
   56       11.14759        0.005974
   57       11.35027        0.005648
   58       11.55295        0.005344
   59       11.75564        0.005060
   60       11.95832        0.004793
   61       12.16100        0.004542
   62       12.36369        0.004304
   63       12.56637        0.004078
   64       12.76905        0.003864
   65       12.97174        0.003660
   66       13.17442        0.003466
   67       13.37710        0.003282
   68       13.57979        0.003107
   69       13.78247        0.002941
   70       13.98515        0.002783
   71       14.18784        0.002635
   72       14.39052        0.002494
   73       14.59320        0.002362
   74       14.79589        0.002238
   75       14.99857        0.002121
   76       15.20126        0.002013
   77       15.40394        0.001911
   78       15.60662        0.001817
   79       15.80931        0.001729
   80       16.01199        0.001648
   81       16.21467        0.001572
   82       16.41736        0.001502
   83       16.62004        0.001437
   84       16.82272        0.001376
   85       17.02541        0.001320
   86       17.22809        0.001267
   87       17.43077        0.001217
   88       17.63346        0.001170
   89       17.83614        0.001126
   90       18.03882        0.001083
   91       18.24151        0.001043
   92       18.44419        0.001004
   93       18.64687        0.000966
   94       18.84956        0.000930
   95       19.05224        0.000895
   96       19.25492        0.000861
   97       19.45761        0.000828
   98       19.66029        0.000796
   99       19.86297        0.000765
  100       20.06566        0.000735
  101       20.26834        0.000706
  102       20.47102        0.000677
  103       20.67371        0.000650
  104       20.87639        0.000625
  105       21.07907        0.000600
  106       21.28176        0.000576
  107       21.48444        0.000554
  108       21.68712        0.000533
  109       21.88981        0.000513
  110       22.09249        0.000494
  111       22.29517        0.000476
  112       22.49786        0.000459
  113       22.70054        0.000444
  114       22.90322        0.000429
  115       23.10591        0.000415
  116       23.30859        0.000403
  117       23.51127        0.000390
  118       23.71396        0.000379
  119       23.91664        0.000368
  120       24.11932        0.000357
  121       24.32201        0.000347
  122       24.52469        0.000338
  123       24.72738        0.000328
  124       24.93006        0.000319
  125       25.13274        0.000310
  126       25.33543        0.000301
  127       25.53811        0.000292
  128       25.74079        0.000284
  129       25.94348        0.000275
  130       26.14616        0.000267
  131       26.34884        0.000259
  132       26.55153        0.000250
  133       26.75421        0.000243
  134       26.95689        0.000235
  135       27.15958        0.000227
  136       27.36226        0.000220
  137       27.56494        0.000213
  138       27.76763        0.000206
  139       27.97031        0.000200
  140       28.17299        0.000194
  141       28.37568        0.000188
  142       28.57836        0.000183
  143       28.78104        0.000177
  144       28.98373        0.000173
  145       29.18641        0.000168
  146       29.38909        0.000164
  147       29.59178        0.000160
  148       29.79446        0.000156
  149       29.99714        0.000152
  150       30.19983        0.000149
  151       30.40251        0.000145
  152       30.60519        0.000142
  153       30.80788        0.000139
  154       31.01056        0.000136
  155       31.21324        0.000133
  156       31.41593        0.000130
  157       31.61861        0.000127
  158       31.82129        0.000124
  159       32.02398        0.000121
  160       32.22666        0.000118
  161       32.42934        0.000115
  162       32.63203        0.000112
  163       32.83471        0.000110
  164       33.03739        0.000107
  165       33.24008        0.000104
  166       33.44276        0.000101
  167       33.64544        0.000098
  168       33.84813        0.000096
  169       34.05081        0.000093
  170       34.25350        0.000091
  171       34.45618        0.000088
  172       34.65886        0.000086
  173       34.86155        0.000084
  174       35.06423        0.000082
  175       35.26691        0.000080
  176       35.46960        0.000078
  177       35.67228        0.000077
  178       35.87496        0.000075
  179       36.07765        0.000074
  180       36.28033        0.000072
  181       36.48301        0.000071
  182       36.68570        0.000069
  183       36.88838        0.000068
  184       37.09106        0.000067
  185       37.29375        0.000066
  186       37.49643        0.000065
  187       37.69911        0.000063
  188       37.90180        0.000062
  189       38.10448        0.000061
  190       38.30716        0.000060
  191       38.50985        0.000059
  192       38.71253        0.000057
  193       38.91521        0.000056
  194       39.11790        0.000055
  195       39.32058        0.000054
  196       39.52326        0.000053
  197       39.72595        0.000051
  198       39.92863        0.000050
  199       40.13131        0.000049
  200       40.33400        0.000048
