    0.062    0.154514E+02
    0.124    0.714384E+01
    0.186    0.443606E+01
    0.248    0.313187E+01
    0.310    0.238330E+01
    0.372    0.190406E+01
    0.434    0.157106E+01
    0.496    0.132393E+01
    0.558    0.113076E+01
    0.620    0.973797E+00
    0.682    0.842765E+00
    0.744    0.731367E+00
    0.806    0.635509E+00
    0.868    0.552360E+00
    0.930    0.479846E+00
    0.992    0.416381E+00
    1.054    0.360708E+00
    1.116    0.311806E+00
    1.178    0.268828E+00
    1.240    0.231064E+00
    1.302    0.197905E+00
    1.364    0.168827E+00
    1.426    0.143374E+00
    1.488    0.121143E+00
    1.550    0.101780E+00
    1.612    0.849672E-01
    1.674    0.704227E-01
    1.736    0.578927E-01
    1.798    0.471491E-01
    1.860    0.379864E-01
    1.922    0.302191E-01
    1.984    0.236799E-01
    2.046    0.182178E-01
    2.108    0.136964E-01
    2.170    0.999289E-02
    2.232    0.699692E-02
    2.294    0.460922E-02
    2.356    0.274097E-02
    2.418    0.131283E-02
    2.480    0.254199E-03
    2.542   -0.497468E-03
    2.604   -0.997349E-03
    2.666   -0.129385E-02
    2.728   -0.142917E-02
    2.790   -0.143985E-02
    2.852   -0.135724E-02
    2.914   -0.120802E-02
    2.976   -0.101461E-02
    3.038   -0.795591E-03
    3.100   -0.566119E-03
    3.162   -0.338291E-03
    3.224   -0.121494E-03
    3.286    0.772615E-04
    3.348    0.253032E-03
    3.410    0.402650E-03
    3.472    0.524459E-03
    3.534    0.618059E-03
    3.596    0.684082E-03
    3.658    0.723981E-03
    3.720    0.739838E-03
    3.782    0.734195E-03
    3.844    0.709903E-03
    3.906    0.669987E-03
    3.968    0.617528E-03
    4.030    0.555568E-03
    4.092    0.487026E-03
    4.154    0.414633E-03
    4.216    0.340876E-03
    4.278    0.267967E-03
    4.340    0.197811E-03
    4.402    0.131993E-03
    4.464    0.717809E-04
    4.526    0.181216E-04
    4.588   -0.283392E-04
    4.650   -0.672403E-04
    4.712   -0.984792E-04
    4.774   -0.122184E-03
    4.836   -0.138680E-03
    4.898   -0.148459E-03
    4.960   -0.152145E-03
    5.022   -0.150456E-03
    5.084   -0.144180E-03
    5.146   -0.134134E-03
    5.208   -0.121147E-03
    5.270   -0.106027E-03
    5.332   -0.895397E-04
    5.394   -0.723959E-04
    5.456   -0.552317E-04
    5.518   -0.386005E-04
    5.580   -0.229652E-04
    5.642   -0.869531E-05
    5.704    0.393343E-05
    5.766    0.147363E-04
    5.828    0.236142E-04
    5.890    0.305462E-04
    5.952    0.355804E-04
    6.014    0.388238E-04
    6.076    0.404306E-04
    6.138    0.405914E-04
    6.200    0.395213E-04
    6.262    0.374491E-04
    6.324    0.346070E-04
    6.386    0.312215E-04
    6.448    0.275051E-04
    6.510    0.236504E-04
    6.572    0.198245E-04
    6.634    0.161655E-04
    6.696    0.127809E-04
    6.758    0.974691E-05
    6.820    0.710894E-05
    6.882    0.488410E-05
    6.944    0.306393E-05
    7.006    0.161833E-05
    7.068    0.499945E-06
    7.130   -0.351101E-06
    7.192   -0.100226E-05
    7.254   -0.152378E-05
    7.316   -0.198413E-05
    7.378   -0.244595E-05
    7.440   -0.296253E-05
    7.502   -0.357502E-05
    7.564   -0.431049E-05
    7.626   -0.518070E-05
    7.688   -0.618182E-05
    7.750   -0.729493E-05
    7.812   -0.848725E-05
    7.874   -0.971411E-05
    7.936   -0.109214E-04
    7.998   -0.120487E-04
    8.060   -0.130320E-04
    8.122   -0.138077E-04
    8.184   -0.143157E-04
    8.246   -0.145026E-04
    8.308   -0.143245E-04
    8.370   -0.137500E-04
    8.432   -0.127618E-04
    8.494   -0.113582E-04
    8.556   -0.955397E-05
    8.618   -0.738049E-05
    8.680   -0.488497E-05
    8.742   -0.212928E-05
    8.804    0.811873E-06
    8.866    0.385346E-05
    8.928    0.690293E-05
    8.990    0.986349E-05
    9.052    0.126375E-04
    9.114    0.151301E-04
    9.176    0.172525E-04
    9.238    0.189256E-04
    9.300    0.200830E-04
    9.362    0.206733E-04
    9.424    0.206626E-04
    9.486    0.200360E-04
    9.548    0.187983E-04
    9.610    0.169747E-04
    9.672    0.146095E-04
    9.734    0.117659E-04
    9.796    0.852348E-05
    9.858    0.497627E-05
    9.920    0.122955E-05
    9.982   -0.260334E-05
   10.044   -0.640463E-05
   10.106   -0.100559E-04
   10.168   -0.134422E-04
   10.230   -0.164552E-04
   10.292   -0.189976E-04
   10.354   -0.209858E-04
   10.416   -0.223529E-04
   10.478   -0.230512E-04
   10.540   -0.230534E-04
   10.602   -0.223543E-04
   10.664   -0.209704E-04
   10.726   -0.189403E-04
   10.788   -0.163226E-04
   10.850   -0.131953E-04
   10.912   -0.965247E-05
   10.974   -0.580173E-05
   11.036   -0.176090E-05
   11.098    0.234577E-05
   11.160    0.639154E-05
   11.222    0.102511E-04
   11.284    0.138047E-04
   11.346    0.169416E-04
   11.408    0.195642E-04
   11.470    0.215905E-04
   11.532    0.229570E-04
   11.594    0.236209E-04
   11.656    0.235610E-04
   11.718    0.227789E-04
   11.780    0.212986E-04
   11.842    0.191658E-04
   11.904    0.164467E-04
   11.966    0.132257E-04
   12.028    0.960258E-05
   12.090    0.568987E-05
   12.152    0.160881E-05
   12.214   -0.251422E-05
   12.276   -0.655169E-05
   12.338   -0.103790E-04
